Entity 1,Entity 2,Weight,Network group,Network
VTC4,SEC61,0.004048583,Co-localization,Huh-O'Shea-2003
VTC4,YBR287W,0.004048583,Co-localization,Huh-O'Shea-2003
VTC4,PHO91,0.004048583,Co-localization,Huh-O'Shea-2003
VTC4,SPF1,0.004048583,Co-localization,Huh-O'Shea-2003
VTC4,ERG9,0.004048583,Co-localization,Huh-O'Shea-2003
VTC4,LCB2,0.004048583,Co-localization,Huh-O'Shea-2003
PRO3,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
PRO3,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
ERG1,ERG3,0.004048583,Co-localization,Huh-O'Shea-2003
ERG1,LCB1,0.004048583,Co-localization,Huh-O'Shea-2003
ERG1,ERG5,0.004048583,Co-localization,Huh-O'Shea-2003
ERG1,SEC61,0.004048583,Co-localization,Huh-O'Shea-2003
ERG1,YBR287W,0.004048583,Co-localization,Huh-O'Shea-2003
ERG1,PHO91,0.004048583,Co-localization,Huh-O'Shea-2003
ERG1,SPF1,0.004048583,Co-localization,Huh-O'Shea-2003
ERG1,ERG9,0.004048583,Co-localization,Huh-O'Shea-2003
ERG1,LCB2,0.004048583,Co-localization,Huh-O'Shea-2003
ERG1,VTC4,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,ERG3,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,LCB1,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,ERG5,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,SEC61,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,YBR287W,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,PHO91,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,SPF1,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,ERG9,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,LCB2,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,VTC4,0.004048583,Co-localization,Huh-O'Shea-2003
OLE1,ERG1,0.004048583,Co-localization,Huh-O'Shea-2003
DOP1,MNN5,0.007094019,Co-localization,Huh-O'Shea-2003
DOP1,SEY1,0.007094019,Co-localization,Huh-O'Shea-2003
DOP1,MON2,0.011720493,Co-localization,Huh-O'Shea-2003
SER1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
SER1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
SER1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
TRP5,MCM6,0.001277139,Co-localization,Huh-O'Shea-2003
TRM3,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
TRM3,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
TRM3,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
TRM3,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
YHM2,MDL1,0.002141328,Co-localization,Huh-O'Shea-2003
YHM2,NDI1,0.002141328,Co-localization,Huh-O'Shea-2003
YHM2,ILV2,0.002141328,Co-localization,Huh-O'Shea-2003
GEA2,MON2,0.013183566,Co-localization,Huh-O'Shea-2003
GEA2,DOP1,0.013183566,Co-localization,Huh-O'Shea-2003
GPA1,TPO3,0.01923077,Co-localization,Huh-O'Shea-2003
GPA1,FTR1,0.01923077,Co-localization,Huh-O'Shea-2003
SEC18,MON2,0.008195155,Co-localization,Huh-O'Shea-2003
SEC18,DOP1,0.008195155,Co-localization,Huh-O'Shea-2003
SEC18,GEA2,0.014842713,Co-localization,Huh-O'Shea-2003
MSN5,NUP188,0.01651371,Co-localization,Huh-O'Shea-2003
NUP133,NUP188,0.017041905,Co-localization,Huh-O'Shea-2003
NUP133,MSN5,0.01651371,Co-localization,Huh-O'Shea-2003
GYP5,HIP1,0.007447344,Co-localization,Huh-O'Shea-2003
GYP5,TAT1,0.012133392,Co-localization,Huh-O'Shea-2003
"ADE5,7",ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
"ADE5,7",GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
"ADE5,7",PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
"ADE5,7",SER1,0.001261034,Co-localization,Huh-O'Shea-2003
"ADE5,7",TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
QRI1,MCM6,0.001277139,Co-localization,Huh-O'Shea-2003
QRI1,TRP5,0.001277139,Co-localization,Huh-O'Shea-2003
YPK1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
YPK1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
YPK1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
YPK1,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
YPK1,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
YPK1,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
ILV1,MDL1,0.002141328,Co-localization,Huh-O'Shea-2003
ILV1,NDI1,0.002141328,Co-localization,Huh-O'Shea-2003
ILV1,ILV2,0.002141328,Co-localization,Huh-O'Shea-2003
ILV1,YHM2,0.002141328,Co-localization,Huh-O'Shea-2003
NPA3,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
NPA3,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
NPA3,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
NPA3,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
NPA3,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
NPA3,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
NPA3,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
NUP192,NUP188,0.017041905,Co-localization,Huh-O'Shea-2003
NUP192,MSN5,0.01651371,Co-localization,Huh-O'Shea-2003
NUP192,NUP133,0.017041905,Co-localization,Huh-O'Shea-2003
UFD4,MCM6,0.001277139,Co-localization,Huh-O'Shea-2003
UFD4,TRP5,0.001277139,Co-localization,Huh-O'Shea-2003
UFD4,QRI1,0.001277139,Co-localization,Huh-O'Shea-2003
GET3,ERG3,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,LCB1,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,ERG5,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,SEC61,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,YBR287W,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,PHO91,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,SPF1,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,ERG9,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,LCB2,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,VTC4,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,ERG1,0.004048583,Co-localization,Huh-O'Shea-2003
GET3,OLE1,0.004048583,Co-localization,Huh-O'Shea-2003
TIF1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
TIF1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
TIF1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
TIF1,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
TIF1,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
TIF1,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
TIF1,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
TIF1,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
PRS5,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
PRS5,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
PRS5,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
PRS5,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
PRS5,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
PRS5,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
PRS5,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
PRS5,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
PRS5,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
FAS1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
FAS1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
FAS1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
FAS1,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
FAS1,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
FAS1,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
FAS1,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
FAS1,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
FAS1,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
FAS1,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
TCB3,TPO3,0.01923077,Co-localization,Huh-O'Shea-2003
TCB3,FTR1,0.01923077,Co-localization,Huh-O'Shea-2003
TCB3,GPA1,0.01923077,Co-localization,Huh-O'Shea-2003
WRS1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
WRS1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
WRS1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
WRS1,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
WRS1,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
WRS1,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
WRS1,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
WRS1,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
WRS1,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
WRS1,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
WRS1,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
PRS1,WRS1,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,WRS1,0.001261034,Co-localization,Huh-O'Shea-2003
RNA1,PRS1,0.001261034,Co-localization,Huh-O'Shea-2003
IDH2,MDL1,0.002141328,Co-localization,Huh-O'Shea-2003
IDH2,NDI1,0.002141328,Co-localization,Huh-O'Shea-2003
IDH2,ILV2,0.002141328,Co-localization,Huh-O'Shea-2003
IDH2,YHM2,0.002141328,Co-localization,Huh-O'Shea-2003
IDH2,ILV1,0.002141328,Co-localization,Huh-O'Shea-2003
ATP3,MDL1,0.002141328,Co-localization,Huh-O'Shea-2003
ATP3,NDI1,0.002141328,Co-localization,Huh-O'Shea-2003
ATP3,ILV2,0.002141328,Co-localization,Huh-O'Shea-2003
ATP3,YHM2,0.002141328,Co-localization,Huh-O'Shea-2003
ATP3,ILV1,0.002141328,Co-localization,Huh-O'Shea-2003
ATP3,IDH2,0.002141328,Co-localization,Huh-O'Shea-2003
CDC60,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,WRS1,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,PRS1,0.001261034,Co-localization,Huh-O'Shea-2003
CDC60,RNA1,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,WRS1,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,PRS1,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,RNA1,0.001261034,Co-localization,Huh-O'Shea-2003
CPA2,CDC60,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,WRS1,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,PRS1,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,RNA1,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,CDC60,0.001261034,Co-localization,Huh-O'Shea-2003
OLA1,CPA2,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
URA7,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,WRS1,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,PRS1,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,RNA1,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,CDC60,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,CPA2,0.001261034,Co-localization,Huh-O'Shea-2003
URA7,OLA1,0.001261034,Co-localization,Huh-O'Shea-2003
PDR12,TPO3,0.01923077,Co-localization,Huh-O'Shea-2003
PDR12,FTR1,0.01923077,Co-localization,Huh-O'Shea-2003
PDR12,GPA1,0.01923077,Co-localization,Huh-O'Shea-2003
PDR12,TCB3,0.01923077,Co-localization,Huh-O'Shea-2003
CHC1,GGA2,0.024971124,Co-localization,Huh-O'Shea-2003
GCD1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,WRS1,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,PRS1,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,RNA1,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,CDC60,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,CPA2,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,OLA1,0.001261034,Co-localization,Huh-O'Shea-2003
GCD1,URA7,0.001261034,Co-localization,Huh-O'Shea-2003
MDN1,MCM6,0.001277139,Co-localization,Huh-O'Shea-2003
MDN1,TRP5,0.001277139,Co-localization,Huh-O'Shea-2003
MDN1,QRI1,0.001277139,Co-localization,Huh-O'Shea-2003
MDN1,UFD4,0.001277139,Co-localization,Huh-O'Shea-2003
ATP2,MDL1,0.002141328,Co-localization,Huh-O'Shea-2003
ATP2,NDI1,0.002141328,Co-localization,Huh-O'Shea-2003
ATP2,ILV2,0.002141328,Co-localization,Huh-O'Shea-2003
ATP2,YHM2,0.002141328,Co-localization,Huh-O'Shea-2003
ATP2,ILV1,0.002141328,Co-localization,Huh-O'Shea-2003
ATP2,IDH2,0.002141328,Co-localization,Huh-O'Shea-2003
ATP2,ATP3,0.002141328,Co-localization,Huh-O'Shea-2003
RNR2,MCM6,0.001277139,Co-localization,Huh-O'Shea-2003
RNR2,TRP5,0.001277139,Co-localization,Huh-O'Shea-2003
RNR2,QRI1,0.001277139,Co-localization,Huh-O'Shea-2003
RNR2,UFD4,0.001277139,Co-localization,Huh-O'Shea-2003
RNR2,MDN1,0.001277139,Co-localization,Huh-O'Shea-2003
VMA6,VAC8,0.018037723,Co-localization,Huh-O'Shea-2003
VMA1,VAC8,0.018037723,Co-localization,Huh-O'Shea-2003
VMA1,VMA6,0.018037723,Co-localization,Huh-O'Shea-2003
PDC1,MCM6,0.001277139,Co-localization,Huh-O'Shea-2003
PDC1,TRP5,0.001277139,Co-localization,Huh-O'Shea-2003
PDC1,QRI1,0.001277139,Co-localization,Huh-O'Shea-2003
PDC1,UFD4,0.001277139,Co-localization,Huh-O'Shea-2003
PDC1,MDN1,0.001277139,Co-localization,Huh-O'Shea-2003
PDC1,RNR2,0.001277139,Co-localization,Huh-O'Shea-2003
PHO81,MCM6,0.001277139,Co-localization,Huh-O'Shea-2003
PHO81,TRP5,0.001277139,Co-localization,Huh-O'Shea-2003
PHO81,QRI1,0.001277139,Co-localization,Huh-O'Shea-2003
PHO81,UFD4,0.001277139,Co-localization,Huh-O'Shea-2003
PHO81,MDN1,0.001277139,Co-localization,Huh-O'Shea-2003
PHO81,RNR2,0.001277139,Co-localization,Huh-O'Shea-2003
PHO81,PDC1,0.001277139,Co-localization,Huh-O'Shea-2003
RPG1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,WRS1,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,PRS1,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,RNA1,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,CDC60,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,CPA2,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,OLA1,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,URA7,0.001261034,Co-localization,Huh-O'Shea-2003
RPG1,GCD1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
URA2,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,WRS1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,PRS1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,RNA1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,CDC60,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,CPA2,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,OLA1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,URA7,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,GCD1,0.001261034,Co-localization,Huh-O'Shea-2003
URA2,RPG1,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,ARO2,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,GDE1,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,PRO3,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,SER1,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,TRM3,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,"ADE5,7",0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,YPK1,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,NPA3,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,TIF1,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,PRS5,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,FAS1,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,WRS1,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,PRS1,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,RNA1,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,CDC60,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,CPA2,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,OLA1,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,URA7,0.001261034,Co-localization,Huh-O'Shea-2003
PSA1,GCD1,0.001261034,Co-localization,Huh-O'Shea-2003
