"gene2","gene1","row","column","cor","num_obs","Gene_1","Gene_2"
"YGL016W","YDR238C","chr4_937895","chr7_461666",0.869413387194148,3916,"SEC26","KAP122"
"YGL016W","YCR084C","chr3_260311","chr7_461666",0.548508657449157,3912,"TUP1","KAP122"
"YGL016W","YDR141C","chr4_734901","chr7_461666",0.78887846824916,3916,"DOP1","KAP122"
"YGL073W","YCR084C","chr3_260311","chr7_368753",0.505903536203915,3910,"TUP1","HSF1"
"YGL073W","YDR392W","chr4_1258696","chr7_368753",0.788598009951499,3914,"SPT3","HSF1"
"YGL073W","YDL005C","chr4_441014","chr7_368753",0.791415109296869,3914,"MED2","HSF1"
"YGL073W","YDR259C","chr4_974631","chr7_368753",0.549362475035718,3900,"YAP6","HSF1"
"YGL073W","YBR160W","chr2_560078","chr7_368753",0.603527549560191,3914,"CDC28","HSF1"
"YGL073W","YDR463W","chr4_1386642","chr7_368753",0.872578424950933,3914,"STP1","HSF1"
"YGL073W","YER159C","chr5_491530","chr7_368753",0.64835730576473,3910,"BUR6","HSF1"
"YGL073W","YDR238C","chr4_937895","chr7_368753",0.569389713658427,3914,"SEC26","HSF1"
"YGL073W","YBR049C","chr2_334386","chr7_368753",0.680164895250016,3914,"REB1","HSF1"
"YGL073W","YBR196C-A","chr2_614024","chr7_368753",0.580270401381723,1986,"YBR196C-A","HSF1"
"YGL195W","YDR141C","chr4_734901","chr7_131525",0.850193109222998,3916,"DOP1","GCN1"
"YGL195W","YGL016W","chr7_461666","chr7_131525",0.923815652996947,3916,"KAP122","GCN1"
"YGL195W","YER110C","chr5_378762","chr7_131525",0.779562523168916,3916,"KAP123","GCN1"
"YGL195W","YDR170C","chr4_796193","chr7_131525",0.810902810647662,3916,"SEC7","GCN1"
"YGL195W","YBR196C-A","chr2_614024","chr7_131525",0.647521195770991,1986,"YBR196C-A","GCN1"
"YGL195W","YDR238C","chr4_937895","chr7_131525",0.75548548352466,3916,"SEC26","GCN1"
"YGL195W","YDR395W","chr4_1263324","chr7_131525",0.852115098025175,3916,"SXM1","GCN1"
"YGL195W","YBR049C","chr2_334386","chr7_131525",0.601987094542511,3916,"REB1","GCN1"
"YGR252W","YBR160W","chr2_560078","chr7_996869",0.703325307557943,3916,"CDC28","GCN5"
"YGR252W","YDR392W","chr4_1258696","chr7_996869",0.772219584670014,3916,"SPT3","GCN5"
"YGR252W","YCR084C","chr3_260311","chr7_996869",0.597137156699344,3912,"TUP1","GCN5"
"YGR252W","YDR141C","chr4_734901","chr7_996869",0.505284627058985,3916,"DOP1","GCN5"
"YGR252W","YGL073W","chr7_368753","chr7_996869",0.661057349997695,3914,"HSF1","GCN5"
"YGR252W","YBR049C","chr2_334386","chr7_996869",0.764339682037074,3916,"REB1","GCN5"
"YGR252W","YDL005C","chr4_441014","chr7_996869",0.800794503269691,3916,"MED2","GCN5"
"YGR252W","YER159C","chr5_491530","chr7_996869",0.652048726147328,3912,"BUR6","GCN5"
"YGR252W","YDR170C","chr4_796193","chr7_996869",0.577331629009141,3916,"SEC7","GCN5"
"YGR252W","YEL009C","chr5_138918","chr7_996869",0.512846736711996,3916,"GCN4","GCN5"
"YGR252W","YDR463W","chr4_1386642","chr7_996869",0.694933725247882,3916,"STP1","GCN5"
"YGR252W","YDR238C","chr4_937895","chr7_996869",0.642969995180131,3916,"SEC26","GCN5"
"YGR252W","YBR196C-A","chr2_614024","chr7_996869",0.583482374482656,1986,"YBR196C-A","GCN5"
"YHR027C","YGL195W","chr7_131525","chr8_161730",0.624878716781865,3916,"GCN1","RPN1"
"YHR027C","YDR259C","chr4_974631","chr8_161730",0.551256215410766,3902,"YAP6","RPN1"
"YHR027C","YGL016W","chr7_461666","chr8_161730",0.725739450010297,3916,"KAP122","RPN1"
"YHR027C","YGL073W","chr7_368753","chr8_161730",0.745503827949362,3914,"HSF1","RPN1"
"YHR027C","YDR392W","chr4_1258696","chr8_161730",0.751247910448263,3916,"SPT3","RPN1"
"YHR027C","YDR170C","chr4_796193","chr8_161730",0.742120099954491,3916,"SEC7","RPN1"
"YHR027C","YBR049C","chr2_334386","chr8_161730",0.842384591212992,3916,"REB1","RPN1"
"YHR027C","YDR141C","chr4_734901","chr8_161730",0.864810235912796,3916,"DOP1","RPN1"
"YHR027C","YDR463W","chr4_1386642","chr8_161730",0.707253163644805,3916,"STP1","RPN1"
"YHR027C","YGR252W","chr7_996869","chr8_161730",0.731269407694118,3916,"GCN5","RPN1"
"YHR027C","YDR395W","chr4_1263324","chr8_161730",0.709339494098078,3916,"SXM1","RPN1"
"YHR027C","YDR238C","chr4_937895","chr8_161730",0.787605477855279,3916,"SEC26","RPN1"
"YHR027C","YCR084C","chr3_260311","chr8_161730",0.54780035976195,3912,"TUP1","RPN1"
"YHR027C","YDL005C","chr4_441014","chr8_161730",0.682674666407946,3916,"MED2","RPN1"
"YHR027C","YBR160W","chr2_560078","chr8_161730",0.756729679105093,3916,"CDC28","RPN1"
"YHR027C","YBR196C-A","chr2_614024","chr8_161730",0.706887487299289,1986,"YBR196C-A","RPN1"
"YIL036W","YDR392W","chr4_1258696","chr9_285666",0.81454503538545,3916,"SPT3","CST6"
"YIL036W","YHR027C","chr8_161730","chr9_285666",0.777880404312284,3916,"RPN1","CST6"
"YIL036W","YCR084C","chr3_260311","chr9_285666",0.553984215258243,3912,"TUP1","CST6"
"YIL036W","YDR463W","chr4_1386642","chr9_285666",0.815848155099371,3916,"STP1","CST6"
"YIL036W","YDL005C","chr4_441014","chr9_285666",0.799648621939637,3916,"MED2","CST6"
"YIL036W","YER159C","chr5_491530","chr9_285666",0.585049085213357,3912,"BUR6","CST6"
"YIL036W","YDR238C","chr4_937895","chr9_285666",0.608770935656133,3916,"SEC26","CST6"
"YIL036W","YBR160W","chr2_560078","chr9_285666",0.577500286410506,3916,"CDC28","CST6"
"YIL036W","YDR141C","chr4_734901","chr9_285666",0.627408551073485,3916,"DOP1","CST6"
"YIL036W","YDR259C","chr4_974631","chr9_285666",0.635513981557383,3902,"YAP6","CST6"
"YIL036W","YDR170C","chr4_796193","chr9_285666",0.614899269763889,3916,"SEC7","CST6"
"YIL036W","YGR252W","chr7_996869","chr9_285666",0.723756079139902,3916,"GCN5","CST6"
"YIL036W","YBR049C","chr2_334386","chr9_285666",0.731640033007918,3916,"REB1","CST6"
"YIL036W","YBR196C-A","chr2_614024","chr9_285666",0.597050934467379,1986,"YBR196C-A","CST6"
"YIL036W","YGL073W","chr7_368753","chr9_285666",0.819142608902823,3914,"HSF1","CST6"
"YIL131C","YBR049C","chr2_334386","chr9_100781",0.752021746242872,3916,"REB1","FKH1"
"YIL131C","YCR084C","chr3_260311","chr9_100781",0.749591490126153,3912,"TUP1","FKH1"
"YIL131C","YDR395W","chr4_1263324","chr9_100781",0.716916705120003,3916,"SXM1","FKH1"
"YIL131C","YDR238C","chr4_937895","chr9_100781",0.716148084640039,3916,"SEC26","FKH1"
"YIL131C","YHR027C","chr8_161730","chr9_100781",0.684948530967511,3916,"RPN1","FKH1"
"YIL131C","YGR252W","chr7_996869","chr9_100781",0.674677642627054,3916,"GCN5","FKH1"
"YIL131C","YDR141C","chr4_734901","chr9_100781",0.535711429576041,3916,"DOP1","FKH1"
"YIL131C","YBR160W","chr2_560078","chr9_100781",0.554097559855554,3916,"CDC28","FKH1"
"YIL131C","YDR170C","chr4_796193","chr9_100781",0.700993541343799,3916,"SEC7","FKH1"
"YIL131C","YER110C","chr5_378762","chr9_100781",0.679644450716966,3916,"KAP123","FKH1"
"YIL131C","YGL195W","chr7_131525","chr9_100781",0.601510320823754,3916,"GCN1","FKH1"
"YIL131C","YGL016W","chr7_461666","chr9_100781",0.61105006656577,3916,"KAP122","FKH1"
"YIR018W","YDL005C","chr4_441014","chr9_384609",0.731106924249923,3900,"MED2","YAP5"
"YIR018W","YEL009C","chr5_138918","chr9_384609",0.508793497050189,3900,"GCN4","YAP5"
"YIR018W","YDR141C","chr4_734901","chr9_384609",0.504702947558033,3900,"DOP1","YAP5"
"YIR018W","YDR170C","chr4_796193","chr9_384609",0.572681101384304,3900,"SEC7","YAP5"
"YIR018W","YER159C","chr5_491530","chr9_384609",0.549682626156105,3896,"BUR6","YAP5"
"YIR018W","YIL036W","chr9_285666","chr9_384609",0.816846086394481,3900,"CST6","YAP5"
"YIR018W","YBR049C","chr2_334386","chr9_384609",0.662085771837106,3900,"REB1","YAP5"
"YIR018W","YDR463W","chr4_1386642","chr9_384609",0.832831767047015,3900,"STP1","YAP5"
"YIR018W","YGL073W","chr7_368753","chr9_384609",0.792581946096512,3899,"HSF1","YAP5"
"YIR018W","YDR238C","chr4_937895","chr9_384609",0.603122734651634,3900,"SEC26","YAP5"
"YIR018W","YBR160W","chr2_560078","chr9_384609",0.520436721898773,3900,"CDC28","YAP5"
"YIR018W","YHR027C","chr8_161730","chr9_384609",0.730211022628549,3900,"RPN1","YAP5"
"YIR018W","YDR392W","chr4_1258696","chr9_384609",0.626485694266276,3900,"SPT3","YAP5"
"YIR018W","YGR252W","chr7_996869","chr9_384609",0.693792546694294,3900,"GCN5","YAP5"
"YJL207C","YDR395W","chr4_1263324","chr10_41389",0.8638084282082,3916,"SXM1","LAA1"
"YJL207C","YBR049C","chr2_334386","chr10_41389",0.712215178105117,3916,"REB1","LAA1"
"YJL207C","YIL131C","chr9_100781","chr10_41389",0.580693932718354,3916,"FKH1","LAA1"
"YJL207C","YGL016W","chr7_461666","chr10_41389",0.870843486066003,3916,"KAP122","LAA1"
"YJL207C","YDR170C","chr4_796193","chr10_41389",0.94706370919893,3916,"SEC7","LAA1"
"YJL207C","YCR084C","chr3_260311","chr10_41389",0.549249327267347,3912,"TUP1","LAA1"
"YJL207C","YDR238C","chr4_937895","chr10_41389",0.896160444532836,3916,"SEC26","LAA1"
"YJL207C","YGL195W","chr7_131525","chr10_41389",0.903680097571884,3916,"GCN1","LAA1"
"YJL207C","YDR141C","chr4_734901","chr10_41389",0.888830326070648,3916,"DOP1","LAA1"
"YJL207C","YBR196C-A","chr2_614024","chr10_41389",0.610893641065989,1986,"YBR196C-A","LAA1"
"YJL207C","YER110C","chr5_378762","chr10_41389",0.777473807921678,3916,"KAP123","LAA1"
"YJL207C","YHR027C","chr8_161730","chr10_41389",0.793179547276864,3916,"RPN1","LAA1"
"YJR060W","YGR252W","chr7_996869","chr10_548759",0.766255153228229,3915,"GCN5","CBF1"
"YJR060W","YDR392W","chr4_1258696","chr10_548759",0.683169636247881,3915,"SPT3","CBF1"
"YJR060W","YDR463W","chr4_1386642","chr10_548759",0.630427444180415,3915,"STP1","CBF1"
"YJR060W","YIR018W","chr9_384609","chr10_548759",0.643062055431586,3900,"YAP5","CBF1"
"YJR060W","YGL195W","chr7_131525","chr10_548759",0.529101813274868,3915,"GCN1","CBF1"
"YJR060W","YBR049C","chr2_334386","chr10_548759",0.727981985537691,3915,"REB1","CBF1"
"YJR060W","YGL073W","chr7_368753","chr10_548759",0.596541371078621,3913,"HSF1","CBF1"
"YJR060W","YDL005C","chr4_441014","chr10_548759",0.693542033051049,3915,"MED2","CBF1"
"YJR060W","YCR084C","chr3_260311","chr10_548759",0.661014109598431,3911,"TUP1","CBF1"
"YJR060W","YBR196C-A","chr2_614024","chr10_548759",0.529471310806973,1985,"YBR196C-A","CBF1"
"YJR060W","YDR141C","chr4_734901","chr10_548759",0.59462917274514,3915,"DOP1","CBF1"
"YJR060W","YDR238C","chr4_937895","chr10_548759",0.610598210663418,3915,"SEC26","CBF1"
"YJR060W","YER159C","chr5_491530","chr10_548759",0.586269736287063,3911,"BUR6","CBF1"
"YJR060W","YDR170C","chr4_796193","chr10_548759",0.67856050069612,3915,"SEC7","CBF1"
"YJR060W","YIL131C","chr9_100781","chr10_548759",0.654079796014785,3915,"FKH1","CBF1"
"YJR060W","YIL036W","chr9_285666","chr10_548759",0.69337310788085,3915,"CST6","CBF1"
"YJR060W","YJL207C","chr10_41389","chr10_548759",0.522183673842587,3915,"LAA1","CBF1"
"YJR060W","YBR160W","chr2_560078","chr10_548759",0.576289875862761,3915,"CDC28","CBF1"
"YJR060W","YHR027C","chr8_161730","chr10_548759",0.729596143637809,3915,"RPN1","CBF1"
"YJR132W","YDR238C","chr4_937895","chr10_669522",0.866113655135942,3916,"SEC26","NMD5"
"YJR132W","YEL009C","chr5_138918","chr10_669522",0.507186696943892,3916,"GCN4","NMD5"
"YJR132W","YBR196C-A","chr2_614024","chr10_669522",0.63459165609804,1986,"YBR196C-A","NMD5"
"YJR132W","YJL207C","chr10_41389","chr10_669522",0.860169302816393,3916,"LAA1","NMD5"
"YJR132W","YGL195W","chr7_131525","chr10_669522",0.875141249210537,3916,"GCN1","NMD5"
"YJR132W","YDR170C","chr4_796193","chr10_669522",0.845486175765154,3916,"SEC7","NMD5"
"YJR132W","YCR084C","chr3_260311","chr10_669522",0.604329152641508,3912,"TUP1","NMD5"
"YJR132W","YBR049C","chr2_334386","chr10_669522",0.646019753224442,3916,"REB1","NMD5"
"YJR132W","YER110C","chr5_378762","chr10_669522",0.855696415086747,3916,"KAP123","NMD5"
"YJR132W","YHR027C","chr8_161730","chr10_669522",0.737938844966484,3916,"RPN1","NMD5"
"YJR132W","YDR141C","chr4_734901","chr10_669522",0.780581003323814,3916,"DOP1","NMD5"
"YJR132W","YIL131C","chr9_100781","chr10_669522",0.642586582772835,3916,"FKH1","NMD5"
"YJR132W","YGL016W","chr7_461666","chr10_669522",0.889261579408971,3916,"KAP122","NMD5"
"YJR132W","YDR395W","chr4_1263324","chr10_669522",0.915419657210642,3916,"SXM1","NMD5"
"YKL112W","YDR141C","chr4_734901","chr11_226570",0.633554029493145,3916,"DOP1","ABF1"
"YKL112W","YGL073W","chr7_368753","chr11_226570",0.653228347242197,3914,"HSF1","ABF1"
"YKL112W","YHR027C","chr8_161730","chr11_226570",0.75745049200592,3916,"RPN1","ABF1"
"YKL112W","YIL036W","chr9_285666","chr11_226570",0.643326225756564,3916,"CST6","ABF1"
"YKL112W","YDR392W","chr4_1258696","chr11_226570",0.6375962201236,3916,"SPT3","ABF1"
"YKL112W","YGL195W","chr7_131525","chr11_226570",0.531685927330237,3916,"GCN1","ABF1"
"YKL112W","YBR049C","chr2_334386","chr11_226570",0.886523036514608,3916,"REB1","ABF1"
"YKL112W","YDL005C","chr4_441014","chr11_226570",0.66142010534634,3916,"MED2","ABF1"
"YKL112W","YCR084C","chr3_260311","chr11_226570",0.661402484833828,3912,"TUP1","ABF1"
"YKL112W","YDR170C","chr4_796193","chr11_226570",0.706191016297261,3916,"SEC7","ABF1"
"YKL112W","YDR395W","chr4_1263324","chr11_226570",0.573475638323659,3916,"SXM1","ABF1"
"YKL112W","YIR018W","chr9_384609","chr11_226570",0.610931455604185,3900,"YAP5","ABF1"
"YKL112W","YGR252W","chr7_996869","chr11_226570",0.716040261606938,3916,"GCN5","ABF1"
"YKL112W","YJL207C","chr10_41389","chr11_226570",0.615666887392884,3916,"LAA1","ABF1"
"YKL112W","YIL131C","chr9_100781","chr11_226570",0.743583155183052,3916,"FKH1","ABF1"
"YKL112W","YDR463W","chr4_1386642","chr11_226570",0.646072119806599,3916,"STP1","ABF1"
"YKL112W","YDR238C","chr4_937895","chr11_226570",0.723754961156878,3916,"SEC26","ABF1"
"YKL112W","YJR132W","chr10_669522","chr11_226570",0.598579285516839,3916,"NMD5","ABF1"
"YKL112W","YER110C","chr5_378762","chr11_226570",0.500082893304648,3916,"KAP123","ABF1"
"YKL112W","YBR160W","chr2_560078","chr11_226570",0.605541327346843,3916,"CDC28","ABF1"
"YKL112W","YBR196C-A","chr2_614024","chr11_226570",0.537605591250881,1986,"YBR196C-A","ABF1"
"YKL112W","YDR259C","chr4_974631","chr11_226570",0.533201875188843,3902,"YAP6","ABF1"
"YKL112W","YJR060W","chr10_548759","chr11_226570",0.725217512964492,3915,"CBF1","ABF1"
"YLR176C","YBR049C","chr2_334386","chr12_507797",0.708049188915024,3916,"REB1","RFX1"
"YLR176C","YDL005C","chr4_441014","chr12_507797",0.73112197543162,3916,"MED2","RFX1"
"YLR176C","YDR259C","chr4_974631","chr12_507797",0.520094839951113,3902,"YAP6","RFX1"
"YLR176C","YJR060W","chr10_548759","chr12_507797",0.635313913070039,3915,"CBF1","RFX1"
"YLR176C","YGL073W","chr7_368753","chr12_507797",0.840334064461829,3914,"HSF1","RFX1"
"YLR176C","YER159C","chr5_491530","chr12_507797",0.547470723517462,3912,"BUR6","RFX1"
"YLR176C","YDR170C","chr4_796193","chr12_507797",0.713526781459011,3916,"SEC7","RFX1"
"YLR176C","YDR463W","chr4_1386642","chr12_507797",0.796091824769176,3916,"STP1","RFX1"
"YLR176C","YIL036W","chr9_285666","chr12_507797",0.899286420734944,3916,"CST6","RFX1"
"YLR176C","YBR196C-A","chr2_614024","chr12_507797",0.540942664177822,1986,"YBR196C-A","RFX1"
"YLR176C","YDR238C","chr4_937895","chr12_507797",0.699783617949413,3916,"SEC26","RFX1"
"YLR176C","YEL009C","chr5_138918","chr12_507797",0.522225037710922,3916,"GCN4","RFX1"
"YLR176C","YDR392W","chr4_1258696","chr12_507797",0.694059886144399,3916,"SPT3","RFX1"
"YLR176C","YCR084C","chr3_260311","chr12_507797",0.695561608792838,3912,"TUP1","RFX1"
"YLR176C","YBR160W","chr2_560078","chr12_507797",0.566959992795667,3916,"CDC28","RFX1"
"YLR176C","YGR252W","chr7_996869","chr12_507797",0.618694600508137,3916,"GCN5","RFX1"
"YLR176C","YJL207C","chr10_41389","chr12_507797",0.581680160921148,3916,"LAA1","RFX1"
"YLR176C","YKL112W","chr11_226570","chr12_507797",0.626296344145079,3916,"ABF1","RFX1"
"YLR176C","YHR027C","chr8_161730","chr12_507797",0.800274520883477,3916,"RPN1","RFX1"
"YLR176C","YGL195W","chr7_131525","chr12_507797",0.538927357958959,3916,"GCN1","RFX1"
"YLR176C","YDR141C","chr4_734901","chr12_507797",0.703121520101043,3916,"DOP1","RFX1"
"YLR176C","YIR018W","chr9_384609","chr12_507797",0.699253880756106,3900,"YAP5","RFX1"
"YLR403W","YIR018W","chr9_384609","chr12_925568",0.704542803474104,3897,"YAP5","SFP1"
"YLR403W","YIL036W","chr9_285666","chr12_925568",0.688831291455927,3912,"CST6","SFP1"
"YLR403W","YDL005C","chr4_441014","chr12_925568",0.543397522226548,3912,"MED2","SFP1"
"YLR403W","YEL009C","chr5_138918","chr12_925568",0.625954862809161,3912,"GCN4","SFP1"
"YLR403W","YCR084C","chr3_260311","chr12_925568",0.652714278972452,3908,"TUP1","SFP1"
"YLR403W","YJR132W","chr10_669522","chr12_925568",0.604101945417762,3912,"NMD5","SFP1"
"YLR403W","YLR176C","chr12_507797","chr12_925568",0.729187617434391,3912,"RFX1","SFP1"
"YLR403W","YKL112W","chr11_226570","chr12_925568",0.649759036734887,3912,"ABF1","SFP1"
"YLR403W","YDR392W","chr4_1258696","chr12_925568",0.61802200376721,3912,"SPT3","SFP1"
"YLR403W","YDR238C","chr4_937895","chr12_925568",0.727034486700982,3912,"SEC26","SFP1"
"YLR403W","YGL073W","chr7_368753","chr12_925568",0.713619960505735,3910,"HSF1","SFP1"
"YLR403W","YDR463W","chr4_1386642","chr12_925568",0.706330570641848,3912,"STP1","SFP1"
"YLR403W","YJL207C","chr10_41389","chr12_925568",0.555061038079926,3912,"LAA1","SFP1"
"YLR403W","YBR049C","chr2_334386","chr12_925568",0.711991368422849,3912,"REB1","SFP1"
"YLR403W","YDR170C","chr4_796193","chr12_925568",0.590188356496527,3912,"SEC7","SFP1"
"YLR403W","YDR141C","chr4_734901","chr12_925568",0.592841124079487,3912,"DOP1","SFP1"
"YLR403W","YBR196C-A","chr2_614024","chr12_925568",0.682461083015357,1984,"YBR196C-A","SFP1"
"YLR403W","YHR027C","chr8_161730","chr12_925568",0.756645183143841,3912,"RPN1","SFP1"
"YLR403W","YBR160W","chr2_560078","chr12_925568",0.563256331602907,3912,"CDC28","SFP1"
"YLR403W","YGL195W","chr7_131525","chr12_925568",0.512993934862072,3912,"GCN1","SFP1"
"YLR403W","YDR395W","chr4_1263324","chr12_925568",0.568809406348894,3912,"SXM1","SFP1"
"YLR403W","YGR252W","chr7_996869","chr12_925568",0.615005569126516,3912,"GCN5","SFP1"
"YNL068C","YER110C","chr5_378762","chr14_495701",0.558833116684583,3916,"KAP123","FKH2"
"YNL068C","YER159C","chr5_491530","chr14_495701",0.565305643038292,3912,"BUR6","FKH2"
"YNL068C","YDR392W","chr4_1258696","chr14_495701",0.6060279406122,3916,"SPT3","FKH2"
"YNL068C","YDR238C","chr4_937895","chr14_495701",0.696785836794011,3916,"SEC26","FKH2"
"YNL068C","YIR018W","chr9_384609","chr14_495701",0.624073164894059,3900,"YAP5","FKH2"
"YNL068C","YDR395W","chr4_1263324","chr14_495701",0.636771143145997,3916,"SXM1","FKH2"
"YNL068C","YHR027C","chr8_161730","chr14_495701",0.751991318018082,3916,"RPN1","FKH2"
"YNL068C","YBR049C","chr2_334386","chr14_495701",0.806932067395253,3916,"REB1","FKH2"
