"Gene","peptide_cnts_control","peptide_cnts_test","log10p","fdr","lfc","contrast","raw_lfc","norm_lfc","test_overlap","DESCRIPTION"
"SEC17",0,26,-3.24002073627277,0.0367355429970612,7.25037399971348,"YBR_vs_Control",Inf,Inf,1,"Alpha-SNAP cochaperone; SNARE-complex adaptor for Sec18 (NSF) during the disassembly of postfusion cis-SNARE complexes; stimulates the ATPase activity of Sec18p; peripheral membrane protein required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, and autophagy; similar to mammalian alpha-SNAP"
"DOP1",0,23,-2.86341401103857,0.0615294489571237,7.0747316215571,"YBR_vs_Control",Inf,Inf,1,"Golgi-localized, leucine-zipper domain containing protein; involved in endosome to Golgi transport, organization of the ER, establishing cell polarity, and morphogenesis; detected in highly purified mitochondria in high-throughput studies"
"VAC8",0,23,-2.86341401103857,0.0615294489571237,7.0747316215571,"YBR_vs_Control",Inf,Inf,1,"Phosphorylated and palmitoylated vacuolar membrane protein; interacts with Atg13p, required for the cytoplasm-to-vacuole targeting (Cvt) pathway; interacts with Nvj1p to form nucleus-vacuole junctions"
"ERG5",0,19,-2.47546689277741,0.0855451017216964,6.8013484904953,"YBR_vs_Control",Inf,Inf,1,"C-22 sterol desaturase; a cytochrome P450 enzyme that catalyzes the formation of the C-22(23) double bond in the sterol side chain in ergosterol biosynthesis; may be a target of azole antifungal drugs"
"RNR2",0,19,-2.47546689277741,0.0855451017216964,6.8013484904953,"YBR_vs_Control",Inf,Inf,1,"Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog, RNR4, that arose from the whole genome duplication"
"RPT5",0,17,-2.07622346061148,0.105780275694947,6.64240477468492,"YBR_vs_Control",Inf,Inf,1,"ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1"
"YPK1",0,17,-2.07622346061148,0.105780275694947,6.64240477468492,"YBR_vs_Control",Inf,Inf,1,"S/T protein kinase; phosphorylates, downregulates flippase activator Fpk1p; inactivates Orm1p and Orm2p by phosphorylation in response to compromised sphingolipid synthesis; involved in the TORC-dependent phosphorylation of ribosomal proteins Rps6a/b (S6); mutations affect receptor-mediated endocytosis and sphingolipid-mediated and cell integrity signaling pathways; human homolog SGK1 can complement a null mutant; human homolog SGK2 can complement a ypk1 ypk2 double mutant"
"LCB2",0,13,-2.14005670676966,0.0965523173596073,6.25981835231789,"YBR_vs_Control",Inf,Inf,1,"Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine"
"CCC1",0,12,-2.14005670676966,0.0965523173596073,6.1459092002643,"YBR_vs_Control",Inf,Inf,1,"Vacuolar Fe2+/Mn2+ transporter; suppresses respiratory deficit of yfh1 mutants, which lack the ortholog of mammalian frataxin, by preventing mitochondrial iron accumulation; relative distribution to the vacuole decreases upon DNA replication stress"
"ERG9",0,11,-1.89514265308461,0.137871731089338,6.02222929169636,"YBR_vs_Control",Inf,Inf,1,"Farnesyl-diphosphate farnesyl transferase (squalene synthase); joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway"
"SSZ1",0,10,-1.64441777573202,0.19102074434691,5.88694380598883,"YBR_vs_Control",Inf,Inf,1,"Hsp70 protein that interacts with Zuo1p (a DnaJ homolog); interacts with Zuo1p to form a ribosome-associated complex that binds the ribosome via the Zuo1p subunit; also involved in pleiotropic drug resistance via sequential activation of PDR1 and PDR5; binds ATP"
"YKL100C",0,10,-1.64441777573202,0.19102074434691,5.88694380598883,"YBR_vs_Control",Inf,Inf,1,"Intramembrane aspartyl protease of the perinuclear ER membrane; acts in a branch of ER-associated degradation (ERAD) that degrades functional proteins rather than misfolded proteins; regulates abundance of high-affinity plasma membrane transporters, such as Ctr1p and Zrt1p, during the starvation response; has a presenilin fold; member of the GxGD family of intramembrane proteases; closest human homolog is signal peptide peptidase (SPP)"
"LCB1",0,9,-1.38759144256009,0.227268738637675,5.73764702512689,"YBR_vs_Control",Inf,Inf,1,"Component of serine palmitoyltransferase; responsible along with Lcb2p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine"
"MNN5",0,9,-1.38759144256009,0.227268738637675,5.73764702512689,"YBR_vs_Control",Inf,Inf,1,"Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment"
"ARP3",0,8,-1.38759144256009,0.227268738637675,5.57109779089291,"YBR_vs_Control",Inf,Inf,1,"Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity"
"ERG3",0,8,-1.38759144256009,0.227268738637675,5.57109779089291,"YBR_vs_Control",Inf,Inf,1,"C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable, but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D"
"SER1",0,7,-1.12435000778551,0.342475222462371,5.38278141065944,"YBR_vs_Control",Inf,Inf,1,"3-phosphoserine aminotransferase; catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate, required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p; protein abundance increases in response to DNA replication stress"
"YBR287W",0,6,-0.8543542458615,0.432481819961881,5.16614045661277,"YBR_vs_Control",Inf,Inf,1,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene"
"TAT1",0,4,-0.57723640760293,0.601332664267045,4.60112942353335,"YBR_vs_Control",Inf,Inf,1,"Amino acid transporter for valine, leucine, isoleucine, and tyrosine; low-affinity tryptophan and histidine transporter; overexpression confers FK506 and FTY720 resistance; protein abundance increases in response to DNA replication stress"
"CHC1",4,124,-7.26020804563176,3.3313691493345e-05,3.79034099013607,"YBR_vs_Control",4.95419631038687,3.69246523629123,1,"Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function"
"MSC7",1,29,-2.47042441643024,0.0855451017216964,3.62005124710927,"YBR_vs_Control",4.85798099512757,3.59624992103193,1,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids"
"CDC60",1,25,-2.6262014427721,0.0757326557067348,3.40728594531338,"YBR_vs_Control",4.64385618977472,3.38212511567908,1,"Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature"
"ADE5,7",3,61,-4.19360173392012,0.0059746946504602,3.17479925726896,"YBR_vs_Control",4.34577483684173,3.08404376274609,1,"Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities"
"CDC39",2,37,-2.92174077639205,0.0615294489571237,3.02291564102546,"YBR_vs_Control",4.20945336562895,2.94772229153331,1,"Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p, resulting in processing body disassembly"
"ARO1",1,19,-1.74806461752898,0.166668232974687,3.01446500091543,"YBR_vs_Control",4.24792751344359,2.98619643934794,1,"Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids"
"MCM6",1,15,-1.38687698444518,0.227268738637675,2.67687328520872,"YBR_vs_Control",3.90689059560852,2.64515952151288,1,"Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; forms a subcomplex with Mcm4p and Mcm7p"
"QRI1",1,15,-1.38687698444518,0.227268738637675,2.67687328520872,"YBR_vs_Control",3.90689059560852,2.64515952151288,1,"UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress"
"VMA6",1,15,-1.38687698444518,0.227268738637675,2.67687328520872,"YBR_vs_Control",3.90689059560852,2.64515952151288,1,"Subunit d of the V0 integral membrane domain of V-ATPase; part of the electrogenic proton pump found in the endomembrane system; required for V1 domain assembly on the vacuolar membrane; the V0 integral membrane domain of vacuolar H+-ATPase (V-ATPase) has five subunits"
"MDL1",1,14,-1.20524125940732,0.326396511533854,2.578504652783,"YBR_vs_Control",3.8073549220576,2.54562384796196,1,"Mitochondrial inner membrane half-type ABC transporter; mediates export of peptides generated upon proteolysis of mitochondrial proteins; plays a role in the regulation of cellular resistance to oxidative stress"
"GPA1",1,13,-1.02357278801264,0.400318919784283,2.47293486273802,"YBR_vs_Control",3.70043971814109,2.43870864404545,1,"Subunit of the G protein involved in pheromone response; GTP-binding alpha subunit of the heterotrimeric G protein; negatively regulates the mating pathway by sequestering G(beta)gamma and by triggering an adaptive response; activates Vps34p at the endosome; protein abundance increases in response to DNA replication stress"
"YHR020W",5,60,-3.09007838115284,0.0469421660096298,2.42877289695352,"YBR_vs_Control",3.58496250072116,2.32323142662551,1,"Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain, but does not possess posttransfer editing activity; may interact with ribosomes, based on co-purification experiments"
"GPD1",2,24,-1.63693633837112,0.191677707593202,2.40203391591602,"YBR_vs_Control",3.58496250072116,2.32323142662551,1,"NAD-dependent glycerol-3-phosphate dehydrogenase; key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; protein abundance increases in response to DNA replication stress; constitutively inactivated via phosphorylation by the protein kinases Ypk1p and Ypk2p, dephosphorylation increases catalytic activity; forms a heterodimer with Pnc1p to facilitate its peroxisomal import"
"SEC18",5,57,-2.89282989099027,0.0615294489571237,2.35498921058333,"YBR_vs_Control",3.51096191927738,2.24923084518174,1,"AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, autophagy, and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor (NSF)"
"TOM1",3,32,-1.71811784173829,0.175860793305416,2.24773113605406,"YBR_vs_Control",3.41503749927884,2.1533064251832,1,"E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase"
"HSP60",4,42,-2.27648493483372,0.0965523173596073,2.23235600117424,"YBR_vs_Control",3.39231742277876,2.13058634868312,1,"Tetradecameric mitochondrial chaperonin; required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated"
"WRS1",4,41,-2.27648493483372,0.0965523173596073,2.19773400015906,"YBR_vs_Control",3.35755200461808,2.09582093052244,1,"Cytoplasmic tryptophanyl-tRNA synthetase; aminoacylates tryptophanyl-tRNA; human homolog WARS can complement yeast null mutant"
"ERG1",4,40,-2.16166966420892,0.0965523173596073,2.16226066308861,"YBR_vs_Control",3.32192809488736,2.06019702079172,1,"Squalene epoxidase; catalyzes the epoxidation of squalene to 2,3-oxidosqualene; plays an essential role in the ergosterol-biosynthesis pathway and is the specific target of the antifungal drug terbinafine; human SQLE functionally complements the lethality of the erg1 null mutation"
"CCT6",2,20,-1.1990474301481,0.326396511533854,2.14104991814934,"YBR_vs_Control",3.32192809488736,2.06019702079172,1,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif"
"ATP3",1,10,-0.663264587709479,0.586610553773858,2.10006031640896,"YBR_vs_Control",3.32192809488736,2.06019702079172,1,"Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis"
"YMC1",1,10,-0.663264587709479,0.586610553773858,2.10006031640896,"YBR_vs_Control",3.32192809488736,2.06019702079172,1,"Secondary mitochondrial inner membrane glycine transporter; required with HEM25 for the transport of glycine into mitochondria for the initiation of heme biosynthesis; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; localizes to the vacuole in response to H2O2; YMC1 has a paralog, YMC2, that arose from the whole genome duplication"
"ILS1",9,85,-3.10515839855827,0.0469421660096298,2.09196003246834,"YBR_vs_Control",3.23946593469539,1.97773486059975,1,"Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A"
"RNA1",4,35,-1.69923318151755,0.182295512692722,1.97049719528205,"YBR_vs_Control",3.12928301694497,1.86755194284932,1,"GTPase activating protein (GAP) for Gsp1p; involved in nuclear transport"
"RVB1",3,26,-1.47656124471722,0.227268738637675,1.94994857396969,"YBR_vs_Control",3.11547721741994,1.85374614332429,1,"ATP-dependent DNA helicase, also known as pontin; member of the AAA+ and RuvB-like protein families; similar to Rvb2p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly"
"GCD1",2,17,-0.909795644395022,0.432481819961881,1.90875251322246,"YBR_vs_Control",3.08746284125034,1.8257317671547,1,"Gamma subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression"
"KAP123",11,87,-2.61741980695764,0.0757326557067348,1.8381977123147,"YBR_vs_Control",2.98351187721143,1.72178080311579,1,"Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore, nucleus, and cytoplasm; exhibits genetic interactions with RAI1"
"CPA2",8,62,-2.245483745424,0.0965523173596073,1.80621932907356,"YBR_vs_Control",2.95419631038688,1.69246523629123,1,"Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor"
"OLE1",1,8,-0.486957415828013,0.674282183152894,1.78421430131304,"YBR_vs_Control",3,1.73826892590436,1,"Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria"
"RPB2",3,23,-1.2090068110907,0.325931363717909,1.77430619581331,"YBR_vs_Control",2.93859945533586,1.67686838124021,1,"RNA polymerase II second largest subunit B150; part of central core; similar to bacterial beta subunit"
"GNP1",3,22,-1.07607245426231,0.36754335687049,1.71066223448664,"YBR_vs_Control",2.87446911791614,1.6127380438205,1,"High-affinity glutamine permease; also transports Leu, Ser, Thr, Cys, Met and Asn; expression is fully dependent on Grr1p and modulated by the Ssy1p-Ptr3p-Ssy5p (SPS) sensor of extracellular amino acids; GNP1 has a paralog, AGP1, that arose from the whole genome duplication"
"SEY1",4,28,-1.12183954572015,0.343170536585772,1.65033070609285,"YBR_vs_Control",2.8073549220576,1.54562384796196,1,"Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1, defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3"
"CCT7",9,61,-1.81002459710594,0.151500657833067,1.61445153108177,"YBR_vs_Control",2.76081233612057,1.49908126202493,1,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo; mutant has increased aneuploidy tolerance"
"IDH2",3,20,-0.94414725443811,0.432481819961881,1.57427675386801,"YBR_vs_Control",2.73696559416621,1.47523452007056,1,"Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle; phosphorylated"
"FAS1",4,26,-1.00799903551923,0.409231236957904,1.5440924704869,"YBR_vs_Control",2.70043971814109,1.43870864404545,1,"Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacylase, and palmitoyl transacylase activities"
"PSE1",4,26,-1.00799903551923,0.409231236957904,1.5440924704869,"YBR_vs_Control",2.70043971814109,1.43870864404545,1,"Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins, including Pdr1p, Yap1p, Ste12p, and Aft1p"
"PDR12",2,13,-0.717036295435528,0.540501287731771,1.52616609085543,"YBR_vs_Control",2.70043971814109,1.43870864404545,1,"Plasma membrane ATP-binding cassette (ABC) transporter; weak-acid-inducible multidrug transporter required for weak organic acid resistance; induced by sorbate and benzoate and regulated by War1p; mutants exhibit sorbate hypersensitivity"
"SUI3",2,13,-0.717036295435528,0.540501287731771,1.52616609085543,"YBR_vs_Control",2.70043971814109,1.43870864404545,1,"Beta subunit of the translation initiation factor eIF2; involved in the identification of the start codon; proposed to be involved in mRNA binding"
"ALG9",3,18,-0.813652339780593,0.455496614155755,1.42363898197142,"YBR_vs_Control",2.58496250072116,1.32323142662551,1,"Mannosyltransferase, involved in N-linked glycosylation; catalyzes the transfer of both the seventh mannose residue on B-arm and ninth mannose residue on the C-arm from Dol-P-Man to lipid-linked oligosaccharides; human homolog ALG9 can complement yeast null mutant; mutation of human homolog causes type 1 congenital disorders of glycosylation"
"MET18",2,12,-0.561825549632212,0.606497412175518,1.41225693880184,"YBR_vs_Control",2.58496250072116,1.32323142662551,1,"Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at a late step of Fe-S cluster assembly; forms the CIA targeting complex with Cia1p and Cia2p that directs Fe-S cluster incorporation into a subset of proteins involved in methionine biosynthesis, DNA replication and repair, transcription, and telomere maintenance; ortholog of human MMS19"
"YDJ1",18,101,-1.82272538287743,0.149546270700433,1.34653913826647,"YBR_vs_Control",2.48828648130948,1.22655540721384,1,"Type I HSP40 co-chaperone; involved in regulation of HSP90 and HSP70 functions; acts as an adaptor that helps Rsp5p recognize cytosolic misfolded proteins for ubiquitination after heat shock; critical for determining cell size at Start as a function of growth rate; involved in protein translocation across membranes; member of the DnaJ family; chimeric protein in which human p58IPK J domain replaces yeast Ydj1p J domain can complement yeast ydj1 mutant"
"TUB2",18,100,-1.77168793223934,0.162855459970108,1.3322083565722,"YBR_vs_Control",2.47393118833241,1.21220011423677,1,"Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria"
"NMD5",6,33,-0.995160393970595,0.414389455461803,1.31031325164206,"YBR_vs_Control",2.4594316186373,1.19770054454165,1,"Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog"
"VMA2",22,119,-1.81192924559452,0.151500657833067,1.2944017655551,"YBR_vs_Control",2.43538614467065,1.173655070575,1,"Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1, implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness, complements yeast null mutant"
"ERG13",13,69,-1.34926986541769,0.242611688082363,1.26507827742639,"YBR_vs_Control",2.40808473863708,1.14635366454143,1,"3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis"
"GGA2",4,20,-0.56671504617319,0.606497412175518,1.16842065038523,"YBR_vs_Control",2.32192809488736,1.06019702079172,1,"Protein that regulates Arf1p, Arf2p to facilitate Golgi trafficking; binds phosphatidylinositol 4-phosphate, which plays a role in TGN localization; has homology to gamma-adaptin; GGA2 has a paralog, GGA1, that arose from the whole genome duplication"
"PHO84",16,79,-1.33514163762247,0.245914601465116,1.16193688934727,"YBR_vs_Control",2.3037807481771,1.04204967408146,1,"High-affinity inorganic phosphate (Pi) transporter; also low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p; cells overexpressing Pho84p accumulate heavy metals but do not develop symptoms of metal toxicity"
"PRO3",10,48,-0.996322691445997,0.414389455461803,1.11901295847697,"YBR_vs_Control",2.26303440583379,1.00130333173815,1,"Delta 1-pyrroline-5-carboxylate reductase; catalyzes the last step in proline biosynthesis"
"URA2",59,279,-1.75368953092419,0.166668232974687,1.10250439044239,"YBR_vs_Control",2.24147826246735,0.979747188371703,1,"Bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase; catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP"
"PSA1",21,98,-1.35426258564979,0.242611688082363,1.08161085863483,"YBR_vs_Control",2.22239242133645,0.960661347240805,1,"GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure"
"ATP2",8,37,-0.753619316693768,0.511758662183382,1.06416896339167,"YBR_vs_Control",2.20945336562895,0.947722291533306,1,"Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"
"SAM1",15,69,-1.14024537329458,0.342475222462371,1.05977671256399,"YBR_vs_Control",2.20163386116965,0.939902787074007,1,"S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; SAM1 has a paralog, SAM2, that arose from the whole genome duplication"
"ARO2",9,40,-0.789649152825477,0.477875133121067,1.00776904038422,"YBR_vs_Control",2.15200309344505,0.890272019349406,1,"Bifunctional chorismate synthase and flavin reductase; catalyzes the conversion of 5-enolpyruvylshikimate 3-phosphate (EPSP) to form chorismate, which is a precursor to aromatic amino acids; protein abundance increases in response to DNA replication stress"
