"ORF","baseMean","log2FoldChange","lfcSE","pvalue","padj","orf_name","contrast","DE","SGD","DESCRIPTION"
"YAL063C-A",96.945370412418,-2.08525109659088,0.213744930197661,1.89587112716254e-23,1.21193465664356e-22,"YAL063C-A","DEL_vs_WT_plas","down-regulated","S000028813","Putative protein of unknown function; identified by expression profiling and mass spectrometry"
"YAL064W",11.0199748560913,-1.96675892628943,0.740928081807816,0.000556335687783462,0.00107961325126206,"YAL064W","WT_vs_WT_plas","down-regulated","S000000060","Protein of unknown function; may interact with ribosomes, based on co-purification experiments"
"YAL064W",11.0199748560913,-2.82136684530739,0.846924521275733,9.32319368444432e-05,0.000199200304383229,"YAL064W","DEL_vs_WT_plas","down-regulated","S000000060","Protein of unknown function; may interact with ribosomes, based on co-purification experiments"
"YAL066W",41.5576578839025,-3.75863802004434,0.413197858448871,2.13640364110606e-20,1.19165948229129e-19,"YAL066W","DEL_vs_WT_plas","down-regulated","S000000061","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YAL066W",41.5576578839025,-3.84034933670229,0.404112534758316,4.77715046110063e-22,2.68602848852072e-21,"YAL066W","WT_vs_WT_plas","down-regulated","S000000061","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YAL067C",1091.23978337231,-2.16672546782208,0.0720107440738347,4.18962673571659e-200,2.12961429961465e-198,"YAL067C","DEL_vs_WT_plas","down-regulated","S000000062","Putative permease; member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide"
"YAL067C",1091.23978337231,-2.171451388346,0.0706299338309299,8.13010574805184e-209,3.94185050230544e-207,"YAL067C","WT_vs_WT_plas","down-regulated","S000000062","Putative permease; member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide"
"YAR007C",2089.80618003516,1.12974993373773,0.0475920076335974,7.89325134901873e-125,2.33573536398428e-123,"YAR007C","DEL_vs_WT_plas","up-regulated","S000000065","Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia"
"YAR007C",2089.80618003516,1.0291817976275,0.0474265063000944,2.04268662741001e-105,4.93297080941198e-104,"YAR007C","WT_vs_WT_plas","up-regulated","S000000065","Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia"
"YAR047C",465.704798812666,-1.01322290030488,0.0879940020473133,2.07594444881599e-31,1.70373409646969e-30,"YAR047C","DEL_vs_WT_plas","down-regulated","S000000083","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YAR047C",465.704798812666,-1.02320024749305,0.0863862723118001,4.32941094068057e-33,3.54393209858567e-32,"YAR047C","WT_vs_WT_plas","down-regulated","S000000083","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YAR070C",18.7697276727425,-1.04506544775418,0.498181887932599,0.00472712664068477,0.00814930752616913,"YAR070C","WT_vs_WT_plas","down-regulated","S000000093","Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR070C has a paralog, YHR214C-B, that arose from a segmental duplication"
"YBL002W",3376.0849761116,1.84166267856749,0.0455409142586097,0,0,"YBL002W","DEL_vs_WT_plas","up-regulated","S000000098","Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication, transcriptional activation, meiotic DSB formation and H3 methylation"
"YBL002W",3376.0849761116,1.96407956493499,0.0452107612829806,0,0,"YBL002W","WT_vs_WT_plas","up-regulated","S000000098","Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication, transcriptional activation, meiotic DSB formation and H3 methylation"
"YBL003C",982.514391731736,2.35164211000096,0.0746420832061378,5.59440069960133e-219,3.01380406919548e-217,"YBL003C","WT_vs_WT_plas","up-regulated","S000000099","Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p"
"YBL003C",982.514391731736,1.9276215199576,0.0760373527514607,9.04052286613293e-143,2.93723791882659e-141,"YBL003C","DEL_vs_WT_plas","up-regulated","S000000099","Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p"
"YBL009W",700.36678507282,1.46039788946785,0.0800412019972359,3.21383106251326e-75,6.0109131118757e-74,"YBL009W","DEL_vs_WT_plas","up-regulated","S000000105","Protein kinase; along with its paralog, ALK1, required for proper spindle positioning and nuclear segregation following mitotic arrest, proper organization of cell polarity factors in mitosis, proper localization of formins and polarity factors, and survival in cells that activate spindle assembly checkpoint; phosphorylated in response to DNA damage; ALK2 has a paralog, ALK1, that arose from the whole genome duplication; similar to mammalian haspins"
"YBL009W",700.36678507282,1.35123384434587,0.0798531483515288,4.72703643198572e-65,7.41156980865821e-64,"YBL009W","WT_vs_WT_plas","up-regulated","S000000105","Protein kinase; along with its paralog, ALK1, required for proper spindle positioning and nuclear segregation following mitotic arrest, proper organization of cell polarity factors in mitosis, proper localization of formins and polarity factors, and survival in cells that activate spindle assembly checkpoint; phosphorylated in response to DNA damage; ALK2 has a paralog, ALK1, that arose from the whole genome duplication; similar to mammalian haspins"
"YBL018C",253.700336075909,1.32750433273835,0.121004782112084,6.15136840417098e-29,4.31760301241534e-28,"YBL018C","WT_vs_WT_plas","up-regulated","S000000114","Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia"
"YBL023C",1338.06500053834,1.00210333497807,0.0592962413955301,1.09415532625508e-64,1.72843634621197e-63,"YBL023C","DEL_vs_WT_plas","up-regulated","S000000119","Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress"
"YBL031W",182.005174121349,1.06408754182268,0.142768546731914,1.69904018504339e-14,6.97203794682843e-14,"YBL031W","WT_vs_WT_plas","up-regulated","S000000127","Mitotic spindle protein; interacts with components of the Dam1 (DASH) complex, its effector Sli15p, and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure; inhibits dynein function"
"YBL043W",3612.65821714361,-1.09507413229768,0.119674928962229,9.26940420761355e-21,4.99786610099129e-20,"YBL043W","WT_vs_WT_plas","down-regulated","S000000139","Non-essential protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; ECM13 has a paralog, YJR115W, that arose from the whole genome duplication"
"YBL075C",44214.1052194431,-1.49424608070166,0.0435084659755081,5.05366101761353e-259,3.46230710804544e-257,"YBL075C","WT_vs_WT_plas","down-regulated","S000000171","ATPase involved in protein folding and the response to stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm; SSA3 has a paralog, SSA4, that arose from the whole genome duplication"
"YBL075C",44214.1052194431,-1.39741322855969,0.0435453574920591,2.54808154903408e-227,1.46005072759653e-225,"YBL075C","DEL_vs_WT_plas","down-regulated","S000000171","ATPase involved in protein folding and the response to stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm; SSA3 has a paralog, SSA4, that arose from the whole genome duplication"
"YBL081W",294.581633954803,1.49635378754945,0.117121123239464,2.69635838363451e-38,2.49928630765417e-37,"YBL081W","WT_vs_WT_plas","up-regulated","S000000177","Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport"
"YBL081W",294.581633954803,1.71124256426976,0.116804370616627,1.4489952916888e-49,1.84878893188552e-48,"YBL081W","DEL_vs_WT_plas","up-regulated","S000000177","Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport"
"YBL085W",2560.34866267831,1.19318481974826,0.0444787401212006,3.89188431745675e-159,1.42619458447267e-157,"YBL085W","WT_vs_WT_plas","up-regulated","S000000181","Protein implicated in polar growth; functionally redundant with Boi2p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog, BOI2, that arose from the whole genome duplication"
"YBL085W",2560.34866267831,1.1982018280378,0.0447605764014809,2.09646759278208e-158,7.91259595048232e-157,"YBL085W","DEL_vs_WT_plas","up-regulated","S000000181","Protein implicated in polar growth; functionally redundant with Boi2p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog, BOI2, that arose from the whole genome duplication"
"YBL098W",1258.53946532246,-1.91771548979549,0.0608208104113514,3.01952382134121e-219,1.66947882858892e-217,"YBL098W","DEL_vs_WT_plas","down-regulated","S000000194","Kynurenine 3-monooxygenase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p; putative therapeutic target for Huntington disease"
"YBL098W",1258.53946532246,-1.89331290001421,0.0591350376409701,6.58218811397168e-226,3.70424390021102e-224,"YBL098W","WT_vs_WT_plas","down-regulated","S000000194","Kynurenine 3-monooxygenase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p; putative therapeutic target for Huntington disease"
"YBL107W-A",27.1180849295714,-1.7305009747079,0.478010577083196,2.87964683405646e-05,6.42720042317914e-05,"YBL107W-A","DEL_vs_WT_plas","down-regulated","S000007229","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the Ty2 LTR YBLWdelta2; YBL107W-A has a paralog, YER138W-A, that arose from a single-locus duplication"
"YBL108C-A",44.1251607442524,-4.53819783074635,0.579646964717848,2.59334040506272e-15,1.16589333617049e-14,"YBL108C-A","DEL_vs_WT_plas","down-regulated","S000007592","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively"
"YBL108C-A",44.1251607442524,-3.23449829420909,0.395706518556893,4.36413579317332e-17,2.0240726934784e-16,"YBL108C-A","WT_vs_WT_plas","down-regulated","S000007592","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively"
"YBL108W",11.3820641687493,-1.35751564832364,0.599727983586584,0.00223075332973673,0.00401268214535691,"YBL108W","WT_vs_WT_plas","down-regulated","S000000204","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YBL108W",11.3820641687493,-2.13957127878223,0.682535173706709,0.000175897913353077,0.000364578937147137,"YBL108W","DEL_vs_WT_plas","down-regulated","S000000204","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YBR007C",461.828088687267,1.16612412691423,0.101206553104856,1.44030382461321e-31,1.1882506553059e-30,"YBR007C","DEL_vs_WT_plas","up-regulated","S000000211","Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress"
"YBR007C",461.828088687267,1.27975741428618,0.0999549760111637,2.11102292412397e-38,1.96250405468339e-37,"YBR007C","WT_vs_WT_plas","up-regulated","S000000211","Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress"
"YBR009C",2674.57328858072,1.04160488742569,0.0597078269877986,6.15571942531744e-69,9.94858962507072e-68,"YBR009C","WT_vs_WT_plas","up-regulated","S000000213","Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity"
"YBR010W",3384.03918988691,1.01052462425761,0.058796126788537,6.30254599040684e-67,1.00569487031732e-65,"YBR010W","WT_vs_WT_plas","up-regulated","S000000214","Histone H3; core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins (see HHT2); regulated by acetylation, methylation, and phosphorylation; H3K14 acetylation plays an important role in the unfolding of strongly positioned nucleosomes during repair of UV damage"
"YBR018C",1592.66216847427,-3.98498340916388,0.0784062312677772,0,0,"YBR018C","DEL_vs_WT_plas","down-regulated","S000000222","Galactose-1-phosphate uridyl transferase; synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism; human homolog UGP2 can complement yeast null mutant"
"YBR018C",1592.66216847427,-3.85674572258794,0.0732301720478951,0,0,"YBR018C","WT_vs_WT_plas","down-regulated","S000000222","Galactose-1-phosphate uridyl transferase; synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism; human homolog UGP2 can complement yeast null mutant"
"YBR019C",5586.28799842856,-2.35691987299212,0.0402922802505663,0,0,"YBR019C","DEL_vs_WT_plas","down-regulated","S000000223","UDP-glucose-4-epimerase; catalyzes interconversion of UDP-galactose and UDP-D-glucose in galactose metabolism; also catalyzes conversion of alpha-D-glucose or alpha-D-galactose to their beta-anomers; human homolog GALE implicated in galactosemia, can complement yeast null mutant"
"YBR019C",5586.28799842856,-2.44252278901133,0.0399780886267418,0,0,"YBR019C","WT_vs_WT_plas","down-regulated","S000000223","UDP-glucose-4-epimerase; catalyzes interconversion of UDP-galactose and UDP-D-glucose in galactose metabolism; also catalyzes conversion of alpha-D-glucose or alpha-D-galactose to their beta-anomers; human homolog GALE implicated in galactosemia, can complement yeast null mutant"
"YBR020W",3164.99873612933,-2.89731191315865,0.052746740245081,0,0,"YBR020W","WT_vs_WT_plas","down-regulated","S000000224","Galactokinase; phosphorylates alpha-D-galactose to alpha-D-galactose-1-phosphate in the first step of galactose catabolism; expression regulated by Gal4p; human homolog GALK2 complements yeast null mutant; GAL1 has a paralog, GAL3, that arose from the whole genome duplication"
"YBR020W",3164.99873612933,-3.04169834886445,0.054882872878689,0,0,"YBR020W","DEL_vs_WT_plas","down-regulated","S000000224","Galactokinase; phosphorylates alpha-D-galactose to alpha-D-galactose-1-phosphate in the first step of galactose catabolism; expression regulated by Gal4p; human homolog GALK2 complements yeast null mutant; GAL1 has a paralog, GAL3, that arose from the whole genome duplication"
"YBR040W",117.877822192344,-3.61781271295984,0.249857022011345,2.59118411917555e-48,2.96410771382278e-47,"YBR040W","WT_vs_WT_plas","down-regulated","S000000244","Integral membrane protein required for efficient mating; may participate in or regulate the low affinity Ca2+ influx system, which affects intracellular signaling and cell-cell fusion during mating"
"YBR040W",117.877822192344,-4.28544955462282,0.307283558258233,1.27975034591666e-44,1.4800488862959e-43,"YBR040W","DEL_vs_WT_plas","down-regulated","S000000244","Integral membrane protein required for efficient mating; may participate in or regulate the low affinity Ca2+ influx system, which affects intracellular signaling and cell-cell fusion during mating"
"YBR047W",974.110908320959,-1.14642048133688,0.0669309883007925,1.34640263059381e-66,2.14302418702848e-65,"YBR047W","WT_vs_WT_plas","down-regulated","S000000251","Putative protein of unknown function; proposed to be involved in iron or copper homeostasis; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YBR047W",974.110908320959,-1.34470075965075,0.069620074903983,5.27216619986136e-84,1.10400211155236e-82,"YBR047W","DEL_vs_WT_plas","down-regulated","S000000251","Putative protein of unknown function; proposed to be involved in iron or copper homeostasis; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YBR078W",17664.3104670552,1.19529492355193,0.0277283610856975,0,0,"YBR078W","DEL_vs_WT_plas","up-regulated","S000000282","GPI-anchored protein of unknown function; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog, PST1, that arose from the whole genome duplication"
"YBR078W",17664.3104670552,1.09943366360112,0.0276967806691895,0,0,"YBR078W","WT_vs_WT_plas","up-regulated","S000000282","GPI-anchored protein of unknown function; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog, PST1, that arose from the whole genome duplication"
"YBR088C",170.143010717131,1.59451947468433,0.159582463965678,1.98373850120625e-24,1.31063980850136e-23,"YBR088C","DEL_vs_WT_plas","up-regulated","S000000292","Proliferating cell nuclear antigen (PCNA); functions as the sliding replication clamp for DNA polymerase delta; may function as a docking site for other proteins required for mitotic and meiotic chromosomal DNA replication and for DNA repair; PCNA ubiquitination at K164 plays a crucial role during Okazaki fragment processing"
"YBR088C",170.143010717131,1.65480925801774,0.157950371814324,1.27297691646097e-26,8.31458394243887e-26,"YBR088C","WT_vs_WT_plas","up-regulated","S000000292","Proliferating cell nuclear antigen (PCNA); functions as the sliding replication clamp for DNA polymerase delta; may function as a docking site for other proteins required for mitotic and meiotic chromosomal DNA replication and for DNA repair; PCNA ubiquitination at K164 plays a crucial role during Okazaki fragment processing"
"YBR093C",2186.90568058304,1.89651056464225,0.0694812218556201,4.24839632922521e-165,1.65294086809299e-163,"YBR093C","WT_vs_WT_plas","up-regulated","S000000297","Repressible acid phosphatase; 1 of 3 repressible acid phosphatases that also mediates extracellular nucleotide-derived phosphate hydrolysis; secretory pathway derived cell surface glycoprotein; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2"
"YBR093C",2186.90568058304,1.41731323543995,0.0702762350045928,2.4377655936355e-91,5.50725323895503e-90,"YBR093C","DEL_vs_WT_plas","up-regulated","S000000297","Repressible acid phosphatase; 1 of 3 repressible acid phosphatases that also mediates extracellular nucleotide-derived phosphate hydrolysis; secretory pathway derived cell surface glycoprotein; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2"
"YBR109W-A",30.6666978090048,-1.07632718992016,0.345462128987416,0.000281043616976718,0.000565288570754357,"YBR109W-A","WT_vs_WT_plas","down-regulated","S000028737","Putative protein of unknown function; questionable ORF from MIPS"
"YBR115C",2777.39447728262,8.53600148610568,0.203357375848943,0,0,"YBR115C","DEL_vs_WT_plas","up-regulated","S000000319","Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde, which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p"
"YBR115C",2777.39447728262,8.36584698234807,0.203281184600973,0,0,"YBR115C","WT_vs_WT_plas","up-regulated","S000000319","Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde, which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p"
"YBR116C",5.71875551414926,-2.27092100522923,1.33268809358423,0.00677898787822476,0.0115200756528581,"YBR116C","DEL_vs_WT_plas","down-regulated","S000000320","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene TKL2"
"YBR130C",563.252737493161,1.0363767383815,0.0803785660250309,9.58791791270516e-39,9.03328050878634e-38,"YBR130C","WT_vs_WT_plas","up-regulated","S000000334","Protein adaptor between Myo4p and the She2p-mRNA complex; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud; also required for cortical ER inheritance"
"YBR148W",444.843766289943,-1.05132683474251,0.0912924276585344,2.26420252907163e-31,1.85100759283249e-30,"YBR148W","DEL_vs_WT_plas","down-regulated","S000000352","Protein required for normal prospore membrane formation; interacts with Gip1p, which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog, SPO21, that arose from the whole genome duplication"
"YBR162C",11806.8108727891,1.43710236238069,0.0323193026339811,0,0,"YBR162C","WT_vs_WT_plas","up-regulated","S000000366","Covalently-bound cell wall protein of unknown function; identified as a cell cycle regulated SBF target gene; deletion mutants are highly resistant to treatment with beta-1,3-glucanase; has sequence similarity to YJL171C"
"YBR162C",11806.8108727891,1.36037577953276,0.0324434139605381,0,0,"YBR162C","DEL_vs_WT_plas","up-regulated","S000000366","Covalently-bound cell wall protein of unknown function; identified as a cell cycle regulated SBF target gene; deletion mutants are highly resistant to treatment with beta-1,3-glucanase; has sequence similarity to YJL171C"
"YBR180W",375.859263917954,-2.07364467674426,0.118391333991697,8.19445786286014e-70,1.37875138455476e-68,"YBR180W","DEL_vs_WT_plas","down-regulated","S000000384","Putative dityrosine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; required for spore wall synthesis; sequence similarity to QDR1 and QDR3, and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; expressed during sporulation"
"YBR180W",375.859263917954,-1.86333577159465,0.112210881198856,7.62069056243347e-63,1.14637738937991e-61,"YBR180W","WT_vs_WT_plas","down-regulated","S000000384","Putative dityrosine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; required for spore wall synthesis; sequence similarity to QDR1 and QDR3, and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; expressed during sporulation"
"YBR184W",86.3708187214841,1.37931940952454,0.222443045872993,7.02552409233952e-11,2.44786502786158e-10,"YBR184W","DEL_vs_WT_plas","up-regulated","S000000388","Putative protein of unknown function; YBR184W is not an essential gene"
"YBR184W",86.3708187214841,1.40637802077115,0.220380895538377,2.09851079432971e-11,7.34828529814455e-11,"YBR184W","WT_vs_WT_plas","up-regulated","S000000388","Putative protein of unknown function; YBR184W is not an essential gene"
"YBR196C",18672.9495899423,1.18551465187462,0.0338609640768176,4.00634558248661e-269,2.8373029445408e-267,"YBR196C","WT_vs_WT_plas","up-regulated","S000000400","Glycolytic enzyme phosphoglucose isomerase; catalyzes the interconversion of glucose-6-phosphate and fructose-6-phosphate; required for cell cycle progression and completion of the gluconeogenic events of sporulation"
"YBR196C",18672.9495899423,1.46225258182522,0.0338222402458413,0,0,"YBR196C","DEL_vs_WT_plas","up-regulated","S000000400","Glycolytic enzyme phosphoglucose isomerase; catalyzes the interconversion of glucose-6-phosphate and fructose-6-phosphate; required for cell cycle progression and completion of the gluconeogenic events of sporulation"
"YBR196C-A",21.347259805057,-7.69931621767354,2.64665010445836,4.20211011367023e-09,1.29578767350604e-08,"YBR196C-A","DEL_vs_WT_plas","down-regulated","S000028534","Putative protein of unknown function; identified by fungal homology and RT-PCR"
"YBR200W-A",594.335769881186,-3.2064585376072,0.108211189253577,6.77957241431127e-194,3.36469645097669e-192,"YBR200W-A","DEL_vs_WT_plas","down-regulated","S000028535","Putative protein of unknown function; identified by fungal homology and RT-PCR"
"YBR200W-A",594.335769881186,-3.25278677790305,0.105570212114579,2.92326257362389e-209,1.46232730171043e-207,"YBR200W-A","WT_vs_WT_plas","down-regulated","S000028535","Putative protein of unknown function; identified by fungal homology and RT-PCR"
